Epoch,Train Loss,Test Loss
1,3.2215122045283224,3.211476338278387
2,3.045166581655908,3.0363450296146355
3,2.6349286605545315,2.626543461661978
4,1.876410100137062,1.8691948701425927
5,1.2046552221081204,1.196866419511972
6,0.8001730318656013,0.7939274169735073
